90.0,111.0,111.0,57.0,1
90.0,111.0,110.0,57.0,1
90.0,111.0,110.0,56.0,1
90.0,111.5,109.0,56.0,1
90.0,112.0,109.0,56.0,1
90.0,112.0,109.0,55.0,1
90.0,112.0,109.0,55.0,1
90.0,112.0,109.5,58.0,1
90.0,112.0,110.0,58.0,1
90.0,112.0,108.0,58.0,1
90.0,112.0,108.0,58.0,1
90.0,112.0,106.0,58.0,1
90.0,112.0,108.0,59.0,1
90.0,113.0,102.0,59.0,1
90.0,112.0,99.0,59.0,1
90.0,112.0,96.0,58.0,1
90.0,111.0,94.0,56.0,1
90.0,94.0,92.5,52.0,1
91.0,96.0,98.0,49.0,1
91.0,97.0,98.0,49.0,1
91.0,97.0,98.0,49.0,1
91.0,96.0,95.0,47.0,1
91.0,96.0,95.0,47.0,1
91.0,99.0,95.0,48.0,1
91.0,99.0,95.0,49.0,1
91.0,97.0,95.0,48.0,1
91.0,97.0,95.0,47.0,1
91.0,97.0,95.0,47.0,1
91.0,98.5,95.0,47.0,1
91.0,95.0,95.0,47.0,1
91.0,111.0,99.0,52.5,1
91.0,111.5,97.0,52.0,1
91.0,109.0,94.0,51.5,1
91.0,100.0,95.0,47.0,1
91.0,93.0,93.0,47.0,1
91.0,93.5,92.0,46.0,1
92.0,94.5,91.0,54.0,1
92.0,93.0,91.0,48.5,1
92.0,93.0,91.0,47.5,1
92.0,93.5,95.5,52.0,1
92.0,94.0,95.0,52.0,1
90.0,92.0,93.0,44.0,1
90.0,92.0,93.0,44.0,1
90.0,92.0,92.0,43.0,1
90.0,92.0,92.0,44.0,1
90.0,111.0,93.0,52.0,1
90.0,101.0,93.0,48.0,1
90.0,100.0,94.0,47.5,1
90.0,94.5,93.0,52.0,1
90.0,115.0,113.0,53.5,1
92.0,114.0,112.0,44.0,1
93.0,114.0,111.0,46.0,1
93.0,115.0,120.0,61.5,1
92.0,133.0,128.5,42.0,1
70.0,94.0,94.0,28.0,1
90.0,107.0,119.0,60.0,1
68.0,137.0,136.0,78.0,1
68.0,137.0,135.0,78.0,1
68.0,136.5,134.0,76.5,1
68.0,136.0,132.0,75.0,1
68.0,136.5,133.5,75.0,1
68.0,136.0,131.5,74.5,1
68.0,133.0,129.5,73.0,1
68.0,136.0,131.0,72.0,1
69.0,138.0,136.5,78.0,1
69.0,138.0,136.5,79.0,1
108.0,143.0,145.0,89.0,1
107.0,143.0,145.5,88.0,1
107.0,154.0,141.0,105.0,1
92.0,134.0,129.5,77.0,1
92.0,134.0,124.0,77.0,1
93.0,136.0,133.0,81.0,1
93.0,136.0,133.0,80.0,1
92.0,141.0,135.0,80.0,1
92.0,141.0,133.0,84.5,1
92.0,141.0,120.5,84.0,1
90.0,164.0,157.0,108.0,1
90.0,164.0,157.0,107.0,1
90.0,164.0,157.0,105.0,1
90.0,161.0,154.0,100.5,1
90.0,161.0,151.0,104.0,1
89.0,157.0,146.0,92.0,1
89.0,153.0,155.5,95.0,1
89.0,159.0,158.0,116.0,1
90.0,155.0,154.5,94.5,1
90.0,155.0,154.0,93.0,1
90.5,156.0,141.0,114.5,1
70.0,110.5,119.0,70.5,2
92.0,116.0,111.5,63.5,2
92.0,127.5,123.5,70.0,2
92.0,144.0,134.0,88.0,2
68.0,135.0,135.0,75.0,3
68.0,135.0,135.0,76.0,3
68.0,135.0,135.0,77.0,3
68.0,136.0,135.0,77.0,3
68.0,135.0,135.0,76.0,3
68.0,135.0,135.0,76.0,3
68.0,135.0,135.0,75.0,3
68.0,135.0,135.0,75.0,3
68.0,135.0,135.0,75.0,3
68.0,135.0,135.0,75.0,3
68.0,135.0,135.0,75.0,3
68.0,136.0,136.0,76.0,3
69.0,136.0,135.0,75.0,3
68.0,136.0,135.0,75.0,3
68.0,136.0,136.0,75.0,3
68.0,136.0,136.0,75.0,3
68.0,136.0,136.0,75.0,3
68.0,136.0,136.0,75.0,3
68.0,136.0,136.0,76.0,3
68.0,136.0,135.0,75.0,3
68.0,136.0,135.0,75.0,3
68.0,135.0,135.0,74.0,3
68.0,136.0,135.0,75.0,3
68.0,135.0,134.0,74.0,3
68.0,135.0,134.0,75.0,3
68.0,135.0,134.0,75.0,3
68.0,135.0,134.0,75.0,3
68.0,134.0,133.0,74.0,3
68.0,135.0,134.0,76.0,3
68.0,135.0,134.0,77.0,3
68.0,136.0,135.0,78.0,3
67.0,138.0,138.0,80.0,3
67.0,140.0,139.5,82.0,3
67.0,139.0,140.0,82.0,3
67.0,137.0,140.0,80.0,3
68.0,135.0,136.5,77.5,3
67.0,134.0,138.0,77.0,3
67.0,135.5,139.0,79.5,3
67.5,135.5,138.0,78.0,3
68.0,137.0,141.0,80.0,3
69.0,131.0,138.0,73.0,3
68.0,131.0,136.0,72.0,3
68.0,132.0,126.0,69.0,3
68.0,153.0,159.0,96.0,3
74.0,110.0,104.0,81.0,3
73.0,111.0,107.0,81.0,3
73.0,111.0,110.0,81.0,3
72.0,111.0,110.0,81.0,3
73.5,121.0,121.0,83.0,3
72.0,111.0,114.0,81.5,3
73.0,107.5,112.0,81.0,3
105.0,133.0,128.0,81.0,3
105.0,134.0,129.0,82.0,3
105.0,134.0,129.0,82.0,3
105.0,133.0,129.0,82.0,3
105.0,138.0,129.0,81.0,3
106.0,137.0,129.0,85.0,3
106.0,141.0,129.5,84.0,3
107.0,142.0,130.5,83.0,3
108.0,146.5,134.0,74.5,3
108.0,146.5,134.0,74.5,3
65.0,157.0,142.5,99.5,3
65.0,158.0,141.0,111.0,3
82.0,126.0,118.0,68.5,3
64.5,178.0,186.0,139.0,3
63.0,213.0,213.5,166.0,3
62.0,215.0,214.0,167.0,3
62.0,214.0,214.0,167.0,3
61.0,214.0,214.0,166.0,3
61.0,214.0,214.0,167.0,3
61.0,213.0,213.0,166.0,3
61.0,212.5,211.5,166.0,3
60.0,211.5,210.0,166.0,3
60.0,210.0,210.0,166.0,3
59.0,213.0,214.0,168.0,3
59.0,214.5,214.5,170.0,3
59.0,214.0,214.0,170.0,3
59.0,214.0,214.0,169.0,3
59.0,213.0,212.0,166.0,3
59.0,213.0,213.0,166.5,3
59.0,210.0,210.0,166.0,3
61.0,210.0,212.0,166.0,3
63.0,200.0,191.0,165.0,3
72.0,178.0,176.5,109.0,3
76.0,186.0,184.0,99.0,3
84.5,183.0,184.0,97.5,3
79.0,95.0,94.5,74.0,4
80.0,100.0,94.0,78.5,4
75.0,101.0,99.0,77.0,4
75.0,101.0,99.0,78.0,4
75.0,101.0,99.0,78.0,4
75.0,101.0,99.0,77.0,4
75.0,101.0,98.0,79.0,4
75.0,101.0,98.0,77.0,4
75.0,100.0,97.0,73.0,4
74.0,97.5,97.0,73.0,4
75.0,98.5,97.0,73.0,4
75.0,97.0,97.0,72.0,4
75.0,95.0,97.0,72.0,4
80.0,100.0,97.0,67.0,4
81.0,92.0,91.0,65.5,4
81.0,92.0,91.0,65.0,4
81.0,91.5,91.0,52.0,4
76.0,131.0,130.5,84.5,4
63.5,182.0,190.5,156.0,4
68.0,187.5,190.5,152.0,4
63.0,189.5,193.0,156.0,4
69.5,182.0,184.0,141.0,4
70.0,254.0,266.0,189.0,4
72.0,128.0,128.0,83.0,5
72.0,128.0,128.0,83.0,5
71.5,128.0,128.0,83.0,5
69.0,128.0,128.0,83.0,5
70.0,128.0,128.0,83.0,5
66.0,128.0,128.0,83.0,5
64.0,128.0,128.5,83.0,5
61.0,128.0,127.0,83.5,5
61.0,128.0,127.0,83.5,5
61.0,128.0,131.0,84.0,5
61.0,126.0,128.0,80.0,5
61.0,126.0,129.0,80.0,5
104.0,132.5,128.0,71.0,5
89.0,127.0,128.0,68.5,5
86.0,103.0,104.0,61.0,5
70.0,146.0,142.5,82.5,5
70.0,150.0,146.0,87.0,5
70.0,149.0,146.0,85.0,5
78.0,152.0,148.0,84.0,5
76.0,159.0,150.0,87.0,5
76.5,157.0,149.0,85.0,5
64.0,156.5,147.0,107.0,5
65.0,156.0,147.0,106.0,5
65.0,156.0,147.0,106.0,5
65.0,161.0,154.0,106.0,5
106.0,146.0,141.0,84.0,6
106.0,131.0,129.0,82.0,6
108.0,109.0,112.5,74.0,6
91.0,131.0,134.0,83.0,6
107.0,128.5,130.0,78.0,6
89.0,130.0,129.0,66.5,6
89.0,144.0,142.5,85.0,6
89.0,148.0,149.0,85.0,6
89.0,148.0,149.5,85.0,6
89.0,151.0,152.0,85.0,6
89.0,152.0,152.0,86.0,6
90.0,153.0,153.0,86.0,6
90.0,153.0,153.0,87.0,6
89.0,153.0,154.0,86.0,6
89.0,151.0,153.0,87.0,6
89.0,151.0,153.0,86.0,6
89.0,154.0,158.0,89.5,6
89.0,153.5,158.0,87.0,6
89.0,153.5,158.0,87.0,6
92.0,158.5,164.0,92.0,6
106.0,165.0,166.5,108.0,6
106.0,166.5,176.0,112.5,6
106.0,164.0,164.0,122.0,6
91.0,90.0,92.0,44.0,6
65.0,161.0,160.0,112.0,6
62.0,150.0,141.0,110.0,6
62.0,151.0,143.0,112.0,6
62.0,151.0,143.0,113.0,6
61.5,150.0,139.5,113.0,6
62.0,151.0,140.0,115.0,6
62.0,155.0,145.0,119.0,6
62.0,155.0,146.0,121.0,6
55.5,170.0,164.0,122.0,6
88.0,108.0,108.0,55.0,6
88.0,109.0,108.0,55.5,6
88.0,205.0,208.0,149.0,6
88.0,205.0,208.0,149.0,6
88.0,204.0,208.0,149.0,6
88.0,204.0,209.0,149.0,6
88.0,204.0,209.0,149.5,6
88.0,203.0,209.0,149.0,6
88.0,203.0,209.0,149.0,6
88.0,204.0,211.0,149.0,6
88.0,205.0,210.0,150.0,6
88.0,206.0,211.0,151.0,6
88.0,207.0,212.0,152.0,6
88.0,207.0,211.0,151.0,6
88.0,208.0,211.0,151.0,6
88.0,207.0,213.5,151.0,6
88.0,206.5,214.0,150.0,6
88.0,207.0,213.5,149.0,6
88.0,201.0,212.0,144.0,6
88.0,200.0,211.0,144.0,6
88.0,196.0,211.0,141.0,6
88.0,192.0,211.0,138.0,6
88.0,193.0,211.0,139.5,6
88.0,188.0,192.0,138.0,6
88.0,188.0,192.0,138.0,6
88.0,192.0,213.0,147.0,6
89.0,207.0,229.0,145.0,6
65.0,172.5,161.0,115.0,7
95.5,162.0,156.0,108.0,7
91.0,114.5,115.0,83.0,7
91.0,114.5,114.5,78.0,7
108.0,192.0,196.0,135.0,7
109.0,195.5,197.0,140.0,7
64.0,145.0,142.0,97.0,8
64.0,144.0,143.0,97.0,8
64.0,144.0,142.5,96.0,8
64.0,144.0,143.0,96.0,8
64.0,144.0,143.0,96.0,8
64.0,145.0,143.0,97.0,8
64.0,145.0,143.0,97.0,8
64.0,145.0,144.0,97.0,8
64.0,145.0,143.0,97.0,8
64.0,145.0,143.0,97.0,8
64.0,145.0,143.0,97.0,8
64.0,144.0,143.0,96.0,8
64.0,144.0,143.0,97.0,8
64.0,144.0,143.0,97.0,8
64.0,145.0,143.0,96.0,8
64.0,145.0,143.0,96.0,8
64.0,145.0,143.0,96.0,8
64.0,145.0,144.0,97.0,8
64.0,146.0,144.0,97.0,8
64.0,146.5,144.0,97.0,8
64.0,147.0,144.0,97.0,8
64.0,146.0,144.0,96.0,8
64.0,148.0,144.0,96.0,8
64.0,146.5,144.0,96.0,8
65.0,145.0,144.0,97.0,8
64.0,144.0,134.0,96.0,8
64.0,145.0,142.5,96.0,8
65.0,143.5,128.0,94.0,8
65.0,143.0,127.0,93.0,8
65.0,144.0,129.0,96.0,8
65.0,144.0,128.0,96.0,8
65.0,141.0,128.0,96.0,8
65.0,141.0,127.0,96.0,8
65.0,149.0,143.0,95.0,8
65.0,146.5,128.5,95.5,8
81.0,108.5,112.5,70.0,8
80.0,111.5,114.0,79.0,8
80.0,113.0,109.0,86.0,8
80.0,125.0,105.0,88.0,8
80.0,126.0,106.0,88.0,8
80.0,125.0,112.0,88.0,8
80.0,125.0,112.0,88.0,8
80.0,125.0,113.0,88.0,8
80.0,125.0,113.0,88.0,8
75.5,140.0,113.5,79.5,8
75.5,140.0,121.0,79.5,8
75.5,139.0,130.0,79.0,8
75.5,140.0,139.0,79.0,8
75.5,140.0,142.0,79.0,8
65.0,196.0,193.0,163.5,8
65.0,196.0,193.0,160.0,8
65.0,194.0,192.0,160.0,8
65.0,193.0,191.0,159.0,8
65.0,193.0,191.5,157.0,8
65.0,192.0,191.0,157.0,8
65.0,192.0,191.0,157.0,8
65.0,191.0,188.5,157.5,8
65.0,191.0,188.5,157.5,8
65.0,191.0,189.0,157.0,8
65.0,191.5,192.0,151.5,8
65.0,193.0,207.0,166.0,8
65.0,193.0,192.0,160.0,8
65.0,201.0,199.5,145.5,8
65.0,210.5,222.5,146.0,8
88.0,122.0,105.5,57.0,9
86.5,136.0,120.0,47.0,9
86.5,136.0,116.0,47.0,9
87.0,111.0,107.0,56.0,9
87.0,112.0,107.0,57.0,9
87.0,113.0,107.0,57.0,9
88.0,105.0,106.0,55.0,9
90.0,105.0,107.5,55.0,9
89.0,105.0,107.0,51.0,9
89.0,104.5,106.0,50.0,9
88.0,108.0,109.0,54.0,9
87.0,108.0,103.0,54.0,9
87.0,107.0,103.0,54.0,9
87.0,105.0,102.0,53.0,9
86.0,107.0,103.0,55.0,9
87.0,106.0,103.0,55.0,9
87.0,106.0,103.0,53.0,9
87.0,110.0,103.0,56.0,9
87.0,110.0,103.0,55.0,9
87.0,111.0,103.0,57.0,9
86.0,114.0,103.0,57.0,9
85.0,115.0,103.5,60.0,9
86.0,116.0,103.0,58.0,9
85.0,119.0,102.0,57.5,9
85.0,120.0,102.0,61.0,9
86.0,121.0,107.0,57.0,9
86.5,113.0,102.0,56.0,9
84.0,111.0,108.0,64.0,9
69.0,134.0,133.0,71.0,10
69.0,133.5,132.0,70.5,10
70.0,134.0,133.0,70.0,10
70.0,134.0,134.5,69.0,10
70.0,133.5,134.0,69.0,10
70.0,135.0,134.0,70.0,10
69.0,130.5,131.0,68.0,10
69.0,131.0,130.0,70.0,10
71.0,151.0,148.5,83.0,10
78.0,168.0,152.5,90.5,10
91.0,114.0,110.0,51.0,11
91.0,115.0,113.0,52.0,11
92.0,116.0,113.0,53.0,11
91.0,116.0,114.5,55.0,11
91.0,115.0,115.0,48.0,11
91.0,115.0,115.0,48.0,11
91.0,113.5,113.0,44.0,11
89.0,93.0,94.0,29.5,11
89.0,207.0,213.0,142.0,11
90.0,210.0,209.5,132.5,11
90.0,197.0,201.0,123.0,11
